,id,task,contestant,contestant_label,base,adjustment,points,rank,rigid,spread,scale,5+3,3+2,3½+2½,name,gender
560,516,108,20,Lolly Adefope,2.0,2.0,4,4,2.0,2.0,2.0,,,,Lolly Adefope,F
561,517,108,21,Mel Giedroyc,1.0,,1,5,1.0,1.0,1.0,,,,Mel Giedroyc,F
562,518,108,22,Noel Fielding,4.0,,4,2,4.0,4.0,4.0,,,,Noel Fielding,M
563,518,108,22,Noel Fielding,4.0,,4,2,4.0,4.0,4.0,,,,Noel Fielding,M
564,519,109,18,Hugh Dennis,4.0,,4,2,4.0,4.0,4.0,,,,Hugh Dennis,M
565,520,109,19,Joe Lycett,5.0,-5.0,0,1,5.0,5.0,5.0,,,,Joe Lycett,M
566,521,109,20,Lolly Adefope,,,0,,,,,,,,Lolly Adefope,F
568,523,109,22,Noel Fielding,3.0,,3,3,3.0,3.0,3.0,,,,Noel Fielding,M
569,523,109,22,Noel Fielding,3.0,,3,3,3.0,3.0,3.0,,,,Noel Fielding,M
570,524,110,18,Hugh Dennis,0.0,,0,,,,,,,,Hugh Dennis,M
571,525,110,19,Joe Lycett,5.0,,5,1,5.0,5.0,5.0,,,,Joe Lycett,M
572,526,110,20,Lolly Adefope,0.0,,0,,,,,,,,Lolly Adefope,F
573,527,110,21,Mel Giedroyc,0.0,,0,,,,,,,,Mel Giedroyc,F
574,528,110,22,Noel Fielding,0.0,,0,,,,,,,,Noel Fielding,M
575,528,110,22,Noel Fielding,0.0,,0,,,,,,,,Noel Fielding,M
576,529,111,19,Joe Lycett,0.0,,0,,,,,,,,Joe Lycett,M
577,530,111,22,Noel Fielding,0.0,,0,,,,,,,,Noel Fielding,M
578,530,111,22,Noel Fielding,0.0,,0,,,,,,,,Noel Fielding,M
579,531,112,18,Hugh Dennis,1.0,,1,5,1.0,1.0,1.0,,,,Hugh Dennis,M
580,532,112,19,Joe Lycett,4.0,,4,2,4.0,4.0,4.0,,,,Joe Lycett,M
581,533,112,20,Lolly Adefope,5.0,,5,1,5.0,5.0,5.0,,,,Lolly Adefope,F
582,534,112,21,Mel Giedroyc,3.0,,3,3,3.0,3.0,3.0,,,,Mel Giedroyc,F
583,535,112,22,Noel Fielding,2.0,,2,4,2.0,2.0,2.0,,,,Noel Fielding,M
584,535,112,22,Noel Fielding,2.0,,2,4,2.0,2.0,2.0,,,,Noel Fielding,M
585,536,113,18,Hugh Dennis,2.0,,2,4,2.0,2.0,2.0,,,,Hugh Dennis,M
586,537,113,19,Joe Lycett,3.0,,3,3,3.0,3.0,3.0,,,,Joe Lycett,M
587,538,113,20,Lolly Adefope,1.0,,1,5,1.0,1.0,1.0,,,,Lolly Adefope,F
588,539,113,21,Mel Giedroyc,4.0,,4,2,4.0,4.0,4.0,,,,Mel Giedroyc,F
589,540,113,22,Noel Fielding,5.0,,5,1,5.0,5.0,5.0,,,,Noel Fielding,M
590,540,113,22,Noel Fielding,5.0,,5,1,5.0,5.0,5.0,,,,Noel Fielding,M
591,541,114,18,Hugh Dennis,1.0,,1,5,1.0,1.0,0.938,,,,Hugh Dennis,M
592,542,114,19,Joe Lycett,2.0,,2,4,2.0,2.0,1.88,,,,Joe Lycett,M
593,543,114,20,Lolly Adefope,3.0,,3,3,3.0,3.0,2.81,,,,Lolly Adefope,F
594,544,114,21,Mel Giedroyc,5.0,,5,1=,5.0,4.5,4.69,,,,Mel Giedroyc,F
595,545,114,22,Noel Fielding,5.0,,5,1=,5.0,4.5,4.69,,,,Noel Fielding,M
596,545,114,22,Noel Fielding,5.0,,5,1=,5.0,4.5,4.69,,,,Noel Fielding,M
597,546,115,18,Hugh Dennis,3.0,,3,3,3.0,3.0,2.81,,,,Hugh Dennis,M
598,547,115,19,Joe Lycett,4.0,,4,2,4.0,4.0,3.75,,,,Joe Lycett,M
599,548,115,20,Lolly Adefope,2.0,,2,4=,2.0,1.5,1.88,,,,Lolly Adefope,F
600,549,115,21,Mel Giedroyc,2.0,,2,4=,2.0,1.5,1.88,,,,Mel Giedroyc,F
601,550,115,22,Noel Fielding,5.0,,5,1,5.0,5.0,4.69,,,,Noel Fielding,M
602,550,115,22,Noel Fielding,5.0,,5,1,5.0,5.0,4.69,,,,Noel Fielding,M
603,551,116,18,Hugh Dennis,5.0,,5,1=,5.0,4.5,4.41,,,,Hugh Dennis,M
604,552,116,19,Joe Lycett,3.0,,3,3=,3.0,2.5,2.65,,,,Joe Lycett,M
605,553,116,20,Lolly Adefope,1.0,,1,5,1.0,1.0,0.882,,,,Lolly Adefope,F
606,554,116,21,Mel Giedroyc,5.0,,5,1=,5.0,4.5,4.41,,,,Mel Giedroyc,F
607,555,116,22,Noel Fielding,3.0,,3,3=,3.0,2.5,2.65,,,,Noel Fielding,M
608,555,116,22,Noel Fielding,3.0,,3,3=,3.0,2.5,2.65,,,,Noel Fielding,M
609,556,117,18,Hugh Dennis,5.0,,5,1=,5.0,4.5,3.95,,,,Hugh Dennis,M
610,557,117,19,Joe Lycett,3.0,,3,3=,3.0,2.0,2.37,,,,Joe Lycett,M
611,558,117,20,Lolly Adefope,3.0,,3,3=,3.0,2.0,2.37,,,,Lolly Adefope,F
612,559,117,21,Mel Giedroyc,5.0,,5,1=,5.0,4.5,3.95,,,,Mel Giedroyc,F
613,560,117,22,Noel Fielding,3.0,,3,3=,3.0,2.0,2.37,,,,Noel Fielding,M
614,560,117,22,Noel Fielding,3.0,,3,3=,3.0,2.0,2.37,,,,Noel Fielding,M
615,561,118,18,Hugh Dennis,1.0,,1,5,1.0,1.0,1.0,,,,Hugh Dennis,M
616,562,118,19,Joe Lycett,4.0,,4,2,4.0,4.0,4.0,,,,Joe Lycett,M
617,563,118,20,Lolly Adefope,5.0,,5,1,5.0,5.0,5.0,,,,Lolly Adefope,F
618,564,118,21,Mel Giedroyc,2.0,,2,4,2.0,2.0,2.0,,,,Mel Giedroyc,F
619,565,118,22,Noel Fielding,3.0,,3,3,3.0,3.0,3.0,,,,Noel Fielding,M
620,565,118,22,Noel Fielding,3.0,,3,3,3.0,3.0,3.0,,,,Noel Fielding,M
621,566,119,18,Hugh Dennis,4.0,,4,2,4.0,4.0,4.0,,,,Hugh Dennis,M
622,567,119,19,Joe Lycett,2.0,,2,4,2.0,2.0,2.0,,,,Joe Lycett,M
623,568,119,20,Lolly Adefope,1.0,,1,5,1.0,1.0,1.0,,,,Lolly Adefope,F
624,569,119,21,Mel Giedroyc,5.0,,5,1,5.0,5.0,5.0,,,,Mel Giedroyc,F
625,570,119,22,Noel Fielding,3.0,,3,3,3.0,3.0,3.0,,,,Noel Fielding,M
626,570,119,22,Noel Fielding,3.0,,3,3,3.0,3.0,3.0,,,,Noel Fielding,M
627,571,120,18,Hugh Dennis,3.0,,3,3,3.0,3.0,3.0,,,,Hugh Dennis,M
628,572,120,19,Joe Lycett,4.0,1.0,5,2,4.0,4.0,4.0,,,,Joe Lycett,M
629,573,120,20,Lolly Adefope,5.0,,5,1,5.0,5.0,5.0,,,,Lolly Adefope,F
630,574,120,21,Mel Giedroyc,2.0,,2,4,2.0,2.0,2.0,,,,Mel Giedroyc,F
631,575,120,22,Noel Fielding,,1.0,1,,,,,,,,Noel Fielding,M
632,575,120,22,Noel Fielding,,1.0,1,,,,,,,,Noel Fielding,M
633,576,121,18,Hugh Dennis,5.0,,5,1=,,,5.0,5.0,3.0,3.5,Hugh Dennis,M
634,577,121,19,Joe Lycett,0.0,,0,,,,,,,,Joe Lycett,M
635,578,121,20,Lolly Adefope,0.0,,0,,,,,,,,Lolly Adefope,F
636,579,121,21,Mel Giedroyc,5.0,,5,1=,,,5.0,5.0,3.0,3.5,Mel Giedroyc,F
637,580,121,22,Noel Fielding,0.0,,0,,,,,,,,Noel Fielding,M
638,580,121,22,Noel Fielding,0.0,,0,,,,,,,,Noel Fielding,M
639,581,122,18,Hugh Dennis,3.0,,3,3,3.0,3.0,3.0,,,,Hugh Dennis,M
640,582,122,19,Joe Lycett,2.0,,2,4,2.0,2.0,2.0,,,,Joe Lycett,M
641,583,122,20,Lolly Adefope,1.0,,1,5,1.0,1.0,1.0,,,,Lolly Adefope,F
642,584,122,21,Mel Giedroyc,5.0,,5,1,5.0,5.0,5.0,,,,Mel Giedroyc,F
643,585,122,22,Noel Fielding,4.0,,4,2,4.0,4.0,4.0,,,,Noel Fielding,M
644,585,122,22,Noel Fielding,4.0,,4,2,4.0,4.0,4.0,,,,Noel Fielding,M
645,586,123,18,Hugh Dennis,4.0,1.0,5,2,4.0,4.0,4.0,,,,Hugh Dennis,M
646,587,123,19,Joe Lycett,5.0,,5,1,5.0,5.0,5.0,,,,Joe Lycett,M
647,588,123,20,Lolly Adefope,3.0,,3,3,3.0,3.0,3.0,,,,Lolly Adefope,F
648,589,123,21,Mel Giedroyc,2.0,,2,4,2.0,2.0,2.0,,,,Mel Giedroyc,F
649,590,123,22,Noel Fielding,1.0,,1,5,1.0,1.0,1.0,,,,Noel Fielding,M
650,590,123,22,Noel Fielding,1.0,,1,5,1.0,1.0,1.0,,,,Noel Fielding,M
651,591,124,18,Hugh Dennis,0.0,,0,,,,,,,,Hugh Dennis,M
652,592,124,21,Mel Giedroyc,0.0,,0,,,,,,,,Mel Giedroyc,F
653,593,125,18,Hugh Dennis,2.0,,2,4,2.0,2.0,2.0,,,,Hugh Dennis,M
654,594,125,19,Joe Lycett,3.0,,3,2=,4.0,3.5,3.0,,,,Joe Lycett,M
655,595,125,20,Lolly Adefope,5.0,,5,1,5.0,5.0,5.0,,,,Lolly Adefope,F
656,596,125,21,Mel Giedroyc,1.0,,1,5,1.0,1.0,1.0,,,,Mel Giedroyc,F
657,597,125,22,Noel Fielding,3.0,,3,2=,4.0,3.5,3.0,,,,Noel Fielding,M
658,597,125,22,Noel Fielding,3.0,,3,2=,4.0,3.5,3.0,,,,Noel Fielding,M
659,598,126,18,Hugh Dennis,4.0,,4,2,4.0,4.0,4.0,,,,Hugh Dennis,M
660,599,126,19,Joe Lycett,2.0,,2,4,2.0,2.0,2.0,,,,Joe Lycett,M
661,600,126,20,Lolly Adefope,3.0,,3,3,3.0,3.0,3.0,,,,Lolly Adefope,F
662,601,126,21,Mel Giedroyc,5.0,,5,1,5.0,5.0,5.0,,,,Mel Giedroyc,F
663,602,126,22,Noel Fielding,1.0,,1,5,1.0,1.0,1.0,,,,Noel Fielding,M
664,602,126,22,Noel Fielding,1.0,,1,5,1.0,1.0,1.0,,,,Noel Fielding,M
665,603,127,18,Hugh Dennis,5.0,,5,1,5.0,5.0,5.0,,,,Hugh Dennis,M
666,604,127,19,Joe Lycett,2.0,1.0,3,4,2.0,2.0,2.0,,,,Joe Lycett,M
667,605,127,20,Lolly Adefope,3.0,,3,3,3.0,3.0,3.0,,,,Lolly Adefope,F
668,606,127,21,Mel Giedroyc,4.0,,4,2,4.0,4.0,4.0,,,,Mel Giedroyc,F
669,607,127,22,Noel Fielding,1.0,,1,5,1.0,1.0,1.0,,,,Noel Fielding,M
670,607,127,22,Noel Fielding,1.0,,1,5,1.0,1.0,1.0,,,,Noel Fielding,M
671,608,128,21,Mel Giedroyc,0.0,,0,,,,,,,,Mel Giedroyc,F
672,609,129,21,Mel Giedroyc,0.0,,0,,,,,,,,Mel Giedroyc,F
673,610,130,21,Mel Giedroyc,0.0,,0,,,,,,,,Mel Giedroyc,F
674,611,131,18,Hugh Dennis,,,0,,,,,,,,Hugh Dennis,M
675,612,131,19,Joe Lycett,5.0,,5,1=,5.0,4.0,4.41,,,,Joe Lycett,M
676,613,131,20,Lolly Adefope,5.0,,5,1=,5.0,4.0,4.41,,,,Lolly Adefope,F
677,614,131,21,Mel Giedroyc,2.0,,2,4,2.0,2.0,1.76,,,,Mel Giedroyc,F
678,615,131,22,Noel Fielding,5.0,,5,1=,5.0,4.0,4.41,,,,Noel Fielding,M
679,615,131,22,Noel Fielding,5.0,,5,1=,5.0,4.0,4.41,,,,Noel Fielding,M
680,616,132,18,Hugh Dennis,2.0,,2,4,2.0,2.0,2.0,,,,Hugh Dennis,M
681,617,132,19,Joe Lycett,1.0,,1,5,1.0,1.0,1.0,,,,Joe Lycett,M
682,618,132,20,Lolly Adefope,3.0,,3,3,3.0,3.0,3.0,,,,Lolly Adefope,F
683,619,132,21,Mel Giedroyc,4.0,,4,2,4.0,4.0,4.0,,,,Mel Giedroyc,F
684,620,132,22,Noel Fielding,5.0,,5,1,5.0,5.0,5.0,,,,Noel Fielding,M
685,620,132,22,Noel Fielding,5.0,,5,1,5.0,5.0,5.0,,,,Noel Fielding,M
686,621,133,18,Hugh Dennis,5.0,,5,1,5.0,5.0,5.0,,,,Hugh Dennis,M
687,622,133,19,Joe Lycett,2.0,,2,4,2.0,2.0,2.0,,,,Joe Lycett,M
688,623,133,20,Lolly Adefope,3.0,,3,3,3.0,3.0,3.0,,,,Lolly Adefope,F
689,624,133,21,Mel Giedroyc,1.0,,1,5,1.0,1.0,1.0,,,,Mel Giedroyc,F
690,625,133,22,Noel Fielding,4.0,,4,2,4.0,4.0,4.0,,,,Noel Fielding,M
691,625,133,22,Noel Fielding,4.0,,4,2,4.0,4.0,4.0,,,,Noel Fielding,M
692,626,134,18,Hugh Dennis,4.0,,4,2,4.0,4.0,4.0,,,,Hugh Dennis,M
693,627,134,19,Joe Lycett,3.0,,3,3,3.0,3.0,3.0,,,,Joe Lycett,M
694,628,134,20,Lolly Adefope,1.0,,1,5,1.0,1.0,1.0,,,,Lolly Adefope,F
695,629,134,21,Mel Giedroyc,2.0,,2,4,2.0,2.0,2.0,,,,Mel Giedroyc,F
696,630,134,22,Noel Fielding,5.0,,5,1,5.0,5.0,5.0,,,,Noel Fielding,M
697,630,134,22,Noel Fielding,5.0,,5,1,5.0,5.0,5.0,,,,Noel Fielding,M
698,631,135,18,Hugh Dennis,3.0,,3,3=,3.0,2.5,2.81,,,,Hugh Dennis,M
699,632,135,19,Joe Lycett,3.0,,3,3=,3.0,2.5,2.81,,,,Joe Lycett,M
700,633,135,20,Lolly Adefope,5.0,,5,1,5.0,5.0,4.69,,,,Lolly Adefope,F
701,634,135,21,Mel Giedroyc,4.0,,4,2,4.0,4.0,3.75,,,,Mel Giedroyc,F
702,635,135,22,Noel Fielding,1.0,,1,5,1.0,1.0,0.938,,,,Noel Fielding,M
703,635,135,22,Noel Fielding,1.0,,1,5,1.0,1.0,0.938,,,,Noel Fielding,M
704,636,136,18,Hugh Dennis,2.0,,2,2=,,,2.31,3.0,2.0,2.5,Hugh Dennis,M
705,637,136,19,Joe Lycett,3.0,,3,1=,,,3.46,5.0,3.0,3.5,Joe Lycett,M
706,638,136,20,Lolly Adefope,3.0,,3,1=,,,3.46,5.0,3.0,3.5,Lolly Adefope,F
707,639,136,21,Mel Giedroyc,2.0,,2,2=,,,2.31,3.0,2.0,2.5,Mel Giedroyc,F
708,640,136,22,Noel Fielding,3.0,,3,1=,,,3.46,5.0,3.0,3.5,Noel Fielding,M
709,640,136,22,Noel Fielding,3.0,,3,1=,,,3.46,5.0,3.0,3.5,Noel Fielding,M
710,641,137,18,Hugh Dennis,3.0,,3,3=,3.0,2.0,2.5,,,,Hugh Dennis,M
711,642,137,19,Joe Lycett,5.0,,5,1,5.0,5.0,4.17,,,,Joe Lycett,M
712,643,137,20,Lolly Adefope,3.0,,3,3=,3.0,2.0,2.5,,,,Lolly Adefope,F
713,644,137,21,Mel Giedroyc,3.0,,3,3=,3.0,2.0,2.5,,,,Mel Giedroyc,F
714,645,137,22,Noel Fielding,4.0,,4,2,4.0,4.0,3.33,,,,Noel Fielding,M
715,645,137,22,Noel Fielding,4.0,,4,2,4.0,4.0,3.33,,,,Noel Fielding,M
716,646,138,18,Hugh Dennis,3.0,,3,3,3.0,3.0,3.0,,,,Hugh Dennis,M
717,647,138,19,Joe Lycett,4.0,,4,2,4.0,4.0,4.0,,,,Joe Lycett,M
718,648,138,20,Lolly Adefope,5.0,,5,1,5.0,5.0,5.0,,,,Lolly Adefope,F
719,649,138,21,Mel Giedroyc,1.0,,1,5,1.0,1.0,1.0,,,,Mel Giedroyc,F
720,650,138,22,Noel Fielding,2.0,,2,4,2.0,2.0,2.0,,,,Noel Fielding,M
721,650,138,22,Noel Fielding,2.0,,2,4,2.0,2.0,2.0,,,,Noel Fielding,M
722,651,139,18,Hugh Dennis,0.0,,0,,,,,,,,Hugh Dennis,M
723,652,139,19,Joe Lycett,0.0,,0,,,,,,,,Joe Lycett,M
724,653,139,20,Lolly Adefope,0.0,,0,,,,,,,,Lolly Adefope,F
725,654,140,18,Hugh Dennis,1.0,,1,5,1.0,1.0,1.0,,,,Hugh Dennis,M
726,655,140,19,Joe Lycett,4.0,,4,2,4.0,4.0,4.0,,,,Joe Lycett,M
727,656,140,20,Lolly Adefope,5.0,,5,1,5.0,5.0,5.0,,,,Lolly Adefope,F
728,657,140,21,Mel Giedroyc,2.0,,2,4,2.0,2.0,2.0,,,,Mel Giedroyc,F
729,658,140,22,Noel Fielding,3.0,,3,3,3.0,3.0,3.0,,,,Noel Fielding,M
730,658,140,22,Noel Fielding,3.0,,3,3,3.0,3.0,3.0,,,,Noel Fielding,M
731,659,141,18,Hugh Dennis,1.0,,1,5,1.0,1.0,1.0,,,,Hugh Dennis,M
732,660,141,19,Joe Lycett,4.0,,4,2,4.0,4.0,4.0,,,,Joe Lycett,M
733,661,141,20,Lolly Adefope,3.0,,3,3,3.0,3.0,3.0,,,,Lolly Adefope,F
734,662,141,21,Mel Giedroyc,2.0,,2,4,2.0,2.0,2.0,,,,Mel Giedroyc,F
735,663,141,22,Noel Fielding,5.0,,5,1,5.0,5.0,5.0,,,,Noel Fielding,M
736,663,141,22,Noel Fielding,5.0,,5,1,5.0,5.0,5.0,,,,Noel Fielding,M
737,664,142,18,Hugh Dennis,5.0,,5,1,5.0,5.0,5.0,,,,Hugh Dennis,M
738,665,142,19,Joe Lycett,2.0,,2,4,2.0,2.0,2.0,,,,Joe Lycett,M
739,666,142,20,Lolly Adefope,3.0,,3,3,3.0,3.0,3.0,,,,Lolly Adefope,F
740,667,142,21,Mel Giedroyc,4.0,1.0,5,2,4.0,4.0,4.0,,,,Mel Giedroyc,F
741,668,142,22,Noel Fielding,1.0,1.0,2,5,1.0,1.0,1.0,,,,Noel Fielding,M
742,668,142,22,Noel Fielding,1.0,1.0,2,5,1.0,1.0,1.0,,,,Noel Fielding,M
743,669,143,18,Hugh Dennis,4.0,,4,2,4.0,4.0,4.0,,,,Hugh Dennis,M
744,670,143,19,Joe Lycett,3.0,,3,3,3.0,3.0,3.0,,,,Joe Lycett,M
745,671,143,20,Lolly Adefope,1.0,,1,5,1.0,1.0,1.0,,,,Lolly Adefope,F
746,672,143,21,Mel Giedroyc,2.0,,2,4,2.0,2.0,2.0,,,,Mel Giedroyc,F
747,673,143,22,Noel Fielding,5.0,,5,1,5.0,5.0,5.0,,,,Noel Fielding,M
748,673,143,22,Noel Fielding,5.0,,5,1,5.0,5.0,5.0,,,,Noel Fielding,M
749,674,144,18,Hugh Dennis,2.0,,2,4,2.0,2.0,2.0,,,,Hugh Dennis,M
750,675,144,19,Joe Lycett,3.0,,3,3,3.0,3.0,3.0,,,,Joe Lycett,M
751,676,144,20,Lolly Adefope,1.0,,1,5,1.0,1.0,1.0,,,,Lolly Adefope,F
752,677,144,21,Mel Giedroyc,5.0,,5,1,5.0,5.0,5.0,,,,Mel Giedroyc,F
753,678,144,22,Noel Fielding,4.0,,4,2,4.0,4.0,4.0,,,,Noel Fielding,M
754,678,144,22,Noel Fielding,4.0,,4,2,4.0,4.0,4.0,,,,Noel Fielding,M
755,679,145,18,Hugh Dennis,0.0,,0,,,,,,,,Hugh Dennis,M
756,680,145,19,Joe Lycett,0.0,,0,,,,,,,,Joe Lycett,M
757,681,145,20,Lolly Adefope,0.0,,0,,,,,,,,Lolly Adefope,F
758,682,145,21,Mel Giedroyc,5.0,,5,1,5.0,5.0,5.0,,,,Mel Giedroyc,F
759,683,145,22,Noel Fielding,0.0,1.0,1,,,,,,,,Noel Fielding,M
760,683,145,22,Noel Fielding,0.0,1.0,1,,,,,,,,Noel Fielding,M
761,684,146,23,Aisling Bea,3.0,,3,3,3.0,3.0,3.0,,,,Aisling Bea,F
762,685,146,24,Bob Mortimer,2.0,,2,4,2.0,2.0,2.0,,,,Bob Mortimer,M
763,685,146,24,Bob Mortimer,2.0,,2,4,2.0,2.0,2.0,,,,Bob Mortimer,M
764,686,146,25,Mark Watson,5.0,,5,1,5.0,5.0,5.0,,,,Mark Watson,M
765,687,146,26,Nish Kumar,1.0,,1,5,1.0,1.0,1.0,,,,Nish Kumar,M
766,688,146,27,Sally Phillips,4.0,,4,2,4.0,4.0,4.0,,,,Sally Phillips,F
767,689,147,23,Aisling Bea,3.0,,3,3,3.0,3.0,2.81,,,,Aisling Bea,F
768,690,147,24,Bob Mortimer,5.0,,5,1,5.0,5.0,4.69,,,,Bob Mortimer,M
769,690,147,24,Bob Mortimer,5.0,,5,1,5.0,5.0,4.69,,,,Bob Mortimer,M
770,691,147,25,Mark Watson,2.0,,2,4=,2.0,1.5,1.88,,,,Mark Watson,M
771,692,147,26,Nish Kumar,2.0,,2,4=,2.0,1.5,1.88,,,,Nish Kumar,M
772,693,147,27,Sally Phillips,4.0,,4,2,4.0,4.0,3.75,,,,Sally Phillips,F
773,694,148,23,Aisling Bea,3.0,,3,3,3.0,3.0,3.0,,,,Aisling Bea,F
774,695,148,24,Bob Mortimer,2.0,,2,4,2.0,2.0,2.0,,,,Bob Mortimer,M
775,695,148,24,Bob Mortimer,2.0,,2,4,2.0,2.0,2.0,,,,Bob Mortimer,M
776,696,148,25,Mark Watson,1.0,,1,5,1.0,1.0,1.0,,,,Mark Watson,M
777,697,148,26,Nish Kumar,5.0,,5,1,5.0,5.0,5.0,,,,Nish Kumar,M
778,698,148,27,Sally Phillips,4.0,,4,2,4.0,4.0,4.0,,,,Sally Phillips,F
779,699,149,23,Aisling Bea,3.0,,3,3,3.0,3.0,3.0,,,,Aisling Bea,F
780,700,149,24,Bob Mortimer,5.0,,5,1,5.0,5.0,5.0,,,,Bob Mortimer,M
781,700,149,24,Bob Mortimer,5.0,,5,1,5.0,5.0,5.0,,,,Bob Mortimer,M
782,701,149,25,Mark Watson,4.0,,4,2,4.0,4.0,4.0,,,,Mark Watson,M
783,702,149,26,Nish Kumar,2.0,,2,4,2.0,2.0,2.0,,,,Nish Kumar,M
784,703,149,27,Sally Phillips,,,0,,,,,,,,Sally Phillips,F
785,704,150,23,Aisling Bea,1.0,,1,5,1.0,1.0,1.0,,,,Aisling Bea,F
786,705,150,24,Bob Mortimer,4.0,,4,2,4.0,4.0,4.0,,,,Bob Mortimer,M
787,705,150,24,Bob Mortimer,4.0,,4,2,4.0,4.0,4.0,,,,Bob Mortimer,M
788,706,150,25,Mark Watson,5.0,,5,1,5.0,5.0,5.0,,,,Mark Watson,M
789,707,150,26,Nish Kumar,3.0,,3,3,3.0,3.0,3.0,,,,Nish Kumar,M
790,708,150,27,Sally Phillips,2.0,,2,4,2.0,2.0,2.0,,,,Sally Phillips,F
791,709,151,23,Aisling Bea,3.0,,3,3,3.0,3.0,3.0,,,,Aisling Bea,F
792,710,151,24,Bob Mortimer,4.0,,4,2,4.0,4.0,4.0,,,,Bob Mortimer,M
793,710,151,24,Bob Mortimer,4.0,,4,2,4.0,4.0,4.0,,,,Bob Mortimer,M
794,711,151,25,Mark Watson,2.0,,2,4,2.0,2.0,2.0,,,,Mark Watson,M
795,712,151,26,Nish Kumar,1.0,,1,5,1.0,1.0,1.0,,,,Nish Kumar,M
796,713,151,27,Sally Phillips,5.0,,5,1,5.0,5.0,5.0,,,,Sally Phillips,F
797,714,152,23,Aisling Bea,2.0,,2,4=,2.0,1.5,1.88,,,,Aisling Bea,F
798,715,152,24,Bob Mortimer,5.0,,5,1,5.0,5.0,4.69,,,,Bob Mortimer,M
799,715,152,24,Bob Mortimer,5.0,,5,1,5.0,5.0,4.69,,,,Bob Mortimer,M
800,716,152,25,Mark Watson,2.0,,2,4=,2.0,1.5,1.88,,,,Mark Watson,M
801,717,152,26,Nish Kumar,3.0,,3,3,3.0,3.0,2.81,,,,Nish Kumar,M
802,718,152,27,Sally Phillips,4.0,,4,2,4.0,4.0,3.75,,,,Sally Phillips,F
803,719,153,23,Aisling Bea,5.0,,5,1,5.0,5.0,5.0,,,,Aisling Bea,F
804,720,153,24,Bob Mortimer,1.0,,1,5,1.0,1.0,1.0,,,,Bob Mortimer,M
805,720,153,24,Bob Mortimer,1.0,,1,5,1.0,1.0,1.0,,,,Bob Mortimer,M
806,721,153,25,Mark Watson,3.0,,3,3,3.0,3.0,3.0,,,,Mark Watson,M
807,722,153,26,Nish Kumar,2.0,,2,4,2.0,2.0,2.0,,,,Nish Kumar,M
808,723,153,27,Sally Phillips,4.0,,4,2,4.0,4.0,4.0,,,,Sally Phillips,F
809,724,154,23,Aisling Bea,,,0,,,,,,,,Aisling Bea,F
810,725,154,24,Bob Mortimer,,,0,,,,,,,,Bob Mortimer,M
811,725,154,24,Bob Mortimer,,,0,,,,,,,,Bob Mortimer,M
812,726,154,25,Mark Watson,4.0,,4,2,4.0,4.0,4.0,,,,Mark Watson,M
813,727,154,26,Nish Kumar,5.0,,5,1,5.0,5.0,5.0,,,,Nish Kumar,M
814,728,154,27,Sally Phillips,,,0,,,,,,,,Sally Phillips,F
815,729,155,23,Aisling Bea,2.0,,2,2=,,,2.5,3.0,2.0,2.5,Aisling Bea,F
816,730,155,24,Bob Mortimer,2.0,,2,2=,,,2.5,3.0,2.0,2.5,Bob Mortimer,M
817,730,155,24,Bob Mortimer,2.0,,2,2=,,,2.5,3.0,2.0,2.5,Bob Mortimer,M
818,731,155,25,Mark Watson,3.0,,3,1=,,,3.75,5.0,3.0,3.5,Mark Watson,M
819,732,155,26,Nish Kumar,3.0,,3,1=,,,3.75,5.0,3.0,3.5,Nish Kumar,M
820,733,155,27,Sally Phillips,2.0,,2,2=,,,2.5,3.0,2.0,2.5,Sally Phillips,F
821,734,156,23,Aisling Bea,5.0,,5,1=,5.0,3.5,3.12,,,,Aisling Bea,F
822,735,156,24,Bob Mortimer,4.0,,4,5,1.0,1.0,2.5,,,,Bob Mortimer,M
823,735,156,24,Bob Mortimer,4.0,,4,5,1.0,1.0,2.5,,,,Bob Mortimer,M
824,736,156,25,Mark Watson,5.0,,5,1=,5.0,3.5,3.12,,,,Mark Watson,M
825,737,156,26,Nish Kumar,5.0,,5,1=,5.0,3.5,3.12,,,,Nish Kumar,M
826,738,156,27,Sally Phillips,5.0,,5,1=,5.0,3.5,3.12,,,,Sally Phillips,F
827,739,157,23,Aisling Bea,3.0,,3,3,3.0,3.0,3.0,,,,Aisling Bea,F
828,740,157,24,Bob Mortimer,5.0,,5,1,5.0,5.0,5.0,,,,Bob Mortimer,M
829,740,157,24,Bob Mortimer,5.0,,5,1,5.0,5.0,5.0,,,,Bob Mortimer,M
830,741,157,25,Mark Watson,2.0,,2,4,2.0,2.0,2.0,,,,Mark Watson,M
831,742,157,26,Nish Kumar,1.0,,1,5,1.0,1.0,1.0,,,,Nish Kumar,M
832,743,157,27,Sally Phillips,4.0,,4,2,4.0,4.0,4.0,,,,Sally Phillips,F
833,744,158,23,Aisling Bea,,,0,,,,,,,,Aisling Bea,F
834,745,158,24,Bob Mortimer,5.0,,5,1,5.0,5.0,5.0,,,,Bob Mortimer,M
835,745,158,24,Bob Mortimer,5.0,,5,1,5.0,5.0,5.0,,,,Bob Mortimer,M
836,746,158,25,Mark Watson,3.0,,3,3,3.0,3.0,3.0,,,,Mark Watson,M
837,747,158,26,Nish Kumar,2.0,,2,4,2.0,2.0,2.0,,,,Nish Kumar,M
